market for dimethyl sulfoxide;GLO;kilogram;dimethyl sulfoxide
PEM Fuel Cell;GLO;kilowatt;PEM Fuel Cell
electricity production, at power plant/biogas, post, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
market group for electricity, low voltage;RER;kilowatt hour;electricity, low voltage
electricity production, nuclear, pressure water reactor;DE;kilowatt hour;electricity, high voltage
Formaldehyde;('air', 'urban air close to ground');kilogram
Hydrogen refuelling station;GLO;unit;Hydrogen refuelling station
Ethanol from maize starch;RER;kilogram;Ethanol from maize starch
Ethene;('air', 'low population density, long-term');kilogram
market for chemical factory, organics;GLO;unit;chemical factory, organics
Chromium;('air', 'urban air close to ground');kilogram
Particulates, > 10 um;('air', 'non-urban air or from high stacks');kilogram
market for iodine;GLO;kilogram;iodine
market group for electricity, low voltage;ENTSO-E;kilowatt hour;electricity, low voltage
1-Pentene;('air', 'low population density, long-term');kilogram
Xylene;('air', 'low population density, long-term');kilogram
market for transport, freight, sea, tanker for petroleum;GLO;ton kilometer;transport, freight, sea, tanker for petroleum
gas motor production, 206kW;RER;unit;gas motor, 206kW
Ethanol, from wheat grains, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
market for zinc oxide;GLO;kilogram;zinc oxide
market group for electricity, low voltage;CN;kilowatt hour;electricity, low voltage
Hydrogen, gaseous, 700 bar, from SMR of NG, with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
smelting of copper concentrate, sulfide ore;RoW;kilogram;copper, anode
market for petroleum coke;GLO;kilogram;petroleum coke
Ammonia;('air',);kilogram
market for transport, freight train;CN;ton kilometer;transport, freight train
market for transformer, high voltage use;GLO;kilogram;transformer, high voltage use
Sulfur dioxide;('air', 'non-urban air or from high stacks');kilogram
Fiber stretching and washing;RER;kilogram;Stretched and washed fiber
argon production, liquid;RoW;kilogram;argon, liquid
Hydrogen, gaseous, 700 bar, from heatpipe reformer gasification of woody biomass with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Battery cell, NMC-111;GLO;kilogram;Battery cell
market for ammonium bicarbonate;RER;kilogram;ammonium bicarbonate
market for wastewater, average;Europe without Switzerland;cubic meter;wastewater, average
market for nitric acid, without water, in 50% solution state;CN;kilogram;nitric acid, without water, in 50% solution state
pumps, carbon dioxide capture process;RER;unit;pumps, carbon dioxide capture process
Lithium, ion;('water',);kilogram
market for spent solvent mixture;Europe without Switzerland;kilogram;spent solvent mixture
noise, octave 5, day time, urban;('octave 5', 'day time', 'urban');joule
gravel and sand quarry operation;CH;kilogram;sand
diesel production, synthetic, from electrolysis-based hydrogen, energy allocation, at fuelling station;RER;kilogram;diesel, synthetic, vehicle grade
market for polyethylene, high density, granulate;GLO;kilogram;polyethylene, high density, granulate
noise, octave 4, day time, rural;('octave 4', 'day time', 'rural');joule
market for display, liquid crystal, 17 inches;GLO;unit;display, liquid crystal, 17 inches
PEM electrolyzer, ACDC Converter;GLO;unit;PEM electrolyzer, ACDC Converter
market for acrylic acid;RER;kilogram;acrylic acid
market for internal combustion engine, passenger car;GLO;kilogram;internal combustion engine, passenger car
heat and power co-generation, biogas, gas engine;CH;megajoule;heat, central or small-scale, other than natural gas
Hydrogen, gaseous, 700 bar, ATR of NG, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Zinc;('air', 'non-urban air or from high stacks');kilogram
market for soap;GLO;kilogram;soap
market for zinc;GLO;kilogram;zinc
coating of natural graphite;CN;kilogram;natural graphite, coated
ATR NG + CCS (MDEA), 98 (average), 25 bar;RER;megajoule;Hydrogen, gaseous, 25 bar
electricity production, hydro, reservoir, alpine region;CH;kilowatt hour;electricity, high voltage
synthetic gas factory construction;RoW;unit;synthetic gas factory
AOX, Adsorbable Organic Halogen as Cl;('water', 'surface water');kilogram
Benzene;('air', 'urban air close to ground');kilogram
market for silica sand;GLO;kilogram;silica sand
injection moulding;RoW;kilogram;injection moulding
Carbon monoxide, fossil;('air',);kilogram
anode, graphite, for Li-ion battery;GLO;kilogram;anode, graphite, for Li-ion battery
Biodiesel, from used cooking oil, at fuelling station;RER;kilogram;biodiesel, vehicle grade
market for electronics, for control units;GLO;kilogram;electronics, for control units
Xylene;('air', 'urban air close to ground');kilogram
market for hard coal;Europe, without Russia and Turkey;kilogram;hard coal
tube insulation production, elastomere;RoW;kilogram;tube insulation, elastomere
steel production, chromium steel 18/8, hot rolled;RoW;kilogram;steel, chromium steel 18/8, hot rolled
market for steel, chromium steel 18/8, hot rolled;GLO;kilogram;steel, chromium steel 18/8, hot rolled
treatment of non-sulfidic tailing, off-site;GLO;kilogram;non-sulfidic tailing, off-site
market for rape seed;GLO;kilogram;rape seed
market for calcium chloride;RER;kilogram;calcium chloride
market for tin;GLO;kilogram;tin
transport, pipeline, supercritical CO2, 200km w recompression;RER;ton kilometer;transport, pipeline, supercritical CO2, 200km w recompression
market for electronic component, passive, unspecified;GLO;kilogram;electronic component, passive, unspecified
PAH, polycyclic aromatic hydrocarbons;('air', 'urban air close to ground');kilogram
market for concrete, for de-icing salt contact;CH;cubic meter;concrete, for de-icing salt contact
market for latex;RoW;kilogram;latex
high voltage system, for Li-ion battery;GLO;kilogram;high voltage system, for Li-ion battery
Transformation, to annual crop, non-irrigated, intensive;('natural resource', 'land');square meter
market for carbon dioxide, liquid;RER;kilogram;carbon dioxide, liquid
epoxy resin production, liquid;RER;kilogram;epoxy resin, liquid
Diesel production, synthetic, Fischer Tropsch process, energy allocation;RER;kilogram;Diesel, synthetic
electricity production, at BIGCC power plant 450MW, pre, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
market for silicone product;RER;kilogram;silicone product
Sulfur hexafluoride;('air',);kilogram
market for sulfur dioxide, liquid;RoW;kilogram;sulfur dioxide, liquid
market for monoethanolamine;GLO;kilogram;monoethanolamine
Butane;('air', 'urban air close to ground');kilogram
heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;CH;megajoule;heat, district or industrial, other than natural gas
market for hydrochloric acid, without water, in 30% solution state;RoW;kilogram;hydrochloric acid, without water, in 30% solution state
market for concrete block;DE;kilogram;concrete block
metal working, average for steel product manufacturing;RER;kilogram;metal working, average for steel product manufacturing
market for steel, chromium steel 18/8;GLO;kilogram;steel, chromium steel 18/8
market for polyethylene, low density, granulate;GLO;kilogram;polyethylene, low density, granulate
aluminium ingot, primary, to aluminium, wrought alloy market;GLO;kilogram;aluminium, wrought alloy
Occupation, industrial area;('natural resource', 'land');square meter-year
Heptane;('air', 'urban air close to ground');kilogram
electricity production, solar thermal parabolic trough, 50 MW;ES;kilowatt hour;electricity, high voltage
NMC-811 hydroxide;GLO;kilogram;NMC-811 hydroxide
market for nitric acid, without water, in 50% solution state;RER w/o RU;kilogram;nitric acid, without water, in 50% solution state
treatment of used bus;CH;unit;used bus
Carbon dioxide, fossil;('air', 'non-urban air or from high stacks');kilogram
Methyl ethyl ketone;('air', 'non-urban air or from high stacks');kilogram
ethanol without biogas;RER;megajoule;ethanol without biogas
market for concrete, sole plate and foundation;CH;cubic meter;concrete, sole plate and foundation
cabin, for lorry;RER;kilogram;cabin, for lorry
market for air compressor, screw-type compressor, 300kW;GLO;unit;air compressor, screw-type compressor, 300kW
Water;('water', 'ocean');cubic meter
lime production, milled, packed;CH;kilogram;lime, packed
Water;('air',);cubic meter
Energy, kinetic (in wind), converted;('natural resource', 'in air');megajoule
noise, octave 7, day time, urban;('octave 7', 'day time', 'urban');joule
market for titanium dioxide;RER;kilogram;titanium dioxide
petrol production, low-sulfur;Europe without Switzerland;kilogram;petrol, low-sulfur
market for coal tar;GLO;kilogram;coal tar
market for heat, from steam, in chemical industry;RoW;megajoule;heat, from steam, in chemical industry
Battery BoP;GLO;kilogram;Battery BoP
Acrolein;('air', 'urban air close to ground');kilogram
steel production, electric, low-alloyed;Europe without Switzerland and Austria;kilogram;steel, low-alloyed
market for transport, pipeline, onshore, petroleum;RER;ton kilometer;transport, pipeline, onshore, petroleum
Toluene;('air',);kilogram
Nitrogen;('air',);kilogram
market for compost;GLO;kilogram;compost
transport, freight train, diesel, with particle filter;CH;ton kilometer;transport, freight train
metal working, average for chromium steel product manufacturing;RER;kilogram;metal working, average for chromium steel product manufacturing
exhaust system, for lorry;RER;kilogram;exhaust system, for lorry
Spinning dope;RER;kilogram;Spinning dope
NMC-622 hydroxide;GLO;kilogram;NMC-622 hydroxide
market for graphite;GLO;kilogram;graphite
TOC, Total Organic Carbon;('water', 'surface water');kilogram
frame, blanks and saddle, for lorry;RER;kilogram;frame, blanks and saddle, for lorry
market for transport, freight train;RoW;ton kilometer;transport, freight train
market group for natural gas, high pressure;Europe without Switzerland;cubic meter;natural gas, high pressure
Occupation, forest, intensive;('natural resource', 'land');square meter-year
Methane, non-fossil;('air',);kilogram
Calcium, ion;('water', 'ground-, long-term');kilogram
Dinitrogen monoxide;('air',);kilogram
Carbon dioxide, non-fossil;('air', 'urban air close to ground');kilogram
market for acrylonitrile;GLO;kilogram;acrylonitrile
water production, deionised;Europe without Switzerland;kilogram;water, deionised
market for lead;GLO;kilogram;lead
Magnesium;('water', 'surface water');kilogram
market for sodium methoxide;GLO;kilogram;sodium methoxide
market for inert waste, for final disposal;CH;kilogram;inert waste, for final disposal
market for copper oxide;GLO;kilogram;copper oxide
Gas-to-liquid plant construction;GLO;unit;Gas-to-liquid plant
market for nylon 6-6;RoW;kilogram;nylon 6-6
Sugar beet cultivation {RER} | sugar beet production Europe | Alloc Rec, U;RER;megajoule;Sugar beet cultivation {RER} | sugar beet production Europe | Alloc Rec, U
heat production, natural gas, at industrial furnace >100kW;RoW;megajoule;heat, district or industrial, natural gas
market for electronic component factory;GLO;unit;electronic component factory
Methyl ethyl ketone;('air', 'low population density, long-term');kilogram
Pentane;('air',);kilogram
carbon dioxide, captured from atmosphere;RER;kilogram;carbon dioxide, captured from the atmosphere
market for water, deionised;Europe without Switzerland;kilogram;water, deionised
Xenon-133;('air', 'non-urban air or from high stacks');kilo Becquerel
laminating service, foil, with acrylic binder;RER;square meter;laminating service, foil, with acrylic binder
NMC-622 oxide;GLO;kilogram;NMC-622 oxide
tetrafluoroethylene production;RoW;kilogram;tetrafluoroethylene
DOC, Dissolved Organic Carbon;('water', 'surface water');kilogram
market for sheet rolling, aluminium;GLO;kilogram;sheet rolling, aluminium
PEM electrolyzer, Balance of Plant;GLO;unit;PEM electrolyzer, Balance of Plant
market for butadiene;RER;kilogram;butadiene
Arsenic;('air', 'low population density, long-term');kilogram
Energy, gross calorific value, in biomass, primary forest;('natural resource', 'biotic');megajoule
PEM electrolyzer, Stack;GLO;unit;PEM electrolyzer, Stack
Fiber carbonization (high temp);RER;kilogram;Carbonized fiber, high temp
cooling unit, carbon dioxide capture process;RER;unit;cooling unit, carbon dioxide capture process
Lead;('water',);kilogram
Sulfate;('water', 'ground-, long-term');kilogram
market for municipal solid waste;RoW;kilogram;municipal solid waste
computer production, desktop, without screen;GLO;unit;computer, desktop, without screen
market for limestone, crushed, washed;RoW;kilogram;limestone, crushed, washed
computer production, laptop;GLO;unit;computer, laptop
Biodiesel from palm oil;RER;kilogram;Biodiesel from palm oil
Nitrogen oxides;('air', 'low population density, long-term');kilogram
m-Xylene;('air', 'non-urban air or from high stacks');kilogram
market for cobalt hydroxide;GLO;kilogram;cobalt hydroxide
market for electricity, medium voltage;CH;kilowatt hour;electricity, medium voltage
natural graphite concentration;CN;kilogram;graphite ore, concentrated
market group for electricity, medium voltage;ENTSO-E;kilowatt hour;electricity, medium voltage
transport, helicopter, LTO cycle;GLO;unit;transport, helicopter, LTO cycle
market for packaging film, low density polyethylene;GLO;kilogram;packaging film, low density polyethylene
Propane;('air',);kilogram
noise, octave 3, day time, urban;('octave 3', 'day time', 'urban');joule
Sulfur dioxide;('air', 'urban air close to ground');kilogram
market for acrylonitrile-butadiene-styrene copolymer;GLO;kilogram;acrylonitrile-butadiene-styrene copolymer
market for heat, from steam, in chemical industry;RER;megajoule;heat, from steam, in chemical industry
market for chemical factory;GLO;kilogram;chemical factory
Dinitrogen monoxide;('air', 'non-urban air or from high stacks');kilogram
market group for transport, freight, inland waterways, barge;GLO;ton kilometer;transport, freight, inland waterways, barge
market for nitrogen, liquid;RoW;kilogram;nitrogen, liquid
Sulfite;('water',);kilogram
market for diethanolamine;GLO;kilogram;diethanolamine
Biomethane, gaseous, 5 bar, from sewage sludge fermentation, at fuelling station;RER;kilogram;biomethane, high pressure
noise, octave 4, day time, urban;('octave 4', 'day time', 'urban');joule
Carbon fiber, weaved, at factory;RER;kilogram;Carbon fiber, weaved
treatment of drilling waste, landfarming;CH;kilogram;drilling waste
methane, from electrochemical methanation, with carbon from atmospheric CO2 capture;RER;kilogram;methane, from electrochemical methanation
treatment of drilling waste, residual material landfill;CH;kilogram;drilling waste
market for water, completely softened;RER;kilogram;water, completely softened
Ammonia;('air', 'non-urban air or from high stacks');kilogram
internal combustion engine, for lorry;RER;kilogram;internal combustion engine, for lorry
Catenary masts;RER;unit;Catenary masts
Hydrocarbons, aromatic;('water', 'surface water');kilogram
Hydrogen-3, Tritium;('air', 'non-urban air or from high stacks');kilo Becquerel
market for lithium hexafluorophosphate;GLO;kilogram;lithium hexafluorophosphate
Zinc;('air', 'urban air close to ground');kilogram
market for reinforcing steel;GLO;kilogram;reinforcing steel
market for transport, freight, lorry >32 metric ton, EURO6;RER;ton kilometer;transport, freight, lorry >32 metric ton, EURO6
Chromium;('air', 'low population density, long-term');kilogram
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at fuelling station;CH;kilogram;Hydrogen, gaseous, 700 bar
market for acetylene;RER;kilogram;acetylene
Charger;RER;unit;Charger
Benzaldehyde;('air', 'low population density, long-term');kilogram
Glider lightweighting;GLO;kilogram;glider lightweighting
Cables;RER;unit;Cables
market for potassium sulfate;RER;kilogram;potassium sulfate
tin production;RoW;kilogram;tin
Calcite, in ground;('natural resource', 'in ground');kilogram
market for sheet rolling, steel;GLO;kilogram;sheet rolling, steel
Wood, soft, standing;('natural resource', 'biotic');cubic meter
Ethanol from wheat straw pellets;RER;kilogram;Ethanol from wheat straw pellets
Battery cell, NMC-811;GLO;kilogram;Battery cell
market for heat, district or industrial, natural gas;RoW;megajoule;heat, district or industrial, natural gas
treatment of scrap steel, inert material landfill;CH;kilogram;scrap steel
ethylene glycol production;RoW;kilogram;ethylene glycol
market for sulfuric acid;RER;kilogram;sulfuric acid
Exhaust gas treatment 1;RER;kilogram;Exhaust gas treatment 1
Occupation, annual crop, non-irrigated, intensive;('natural resource', 'land');square meter-year
market for transport, freight, sea, container ship;GLO;ton kilometer;transport, freight, sea, container ship
market for light fuel oil;RoW;kilogram;light fuel oil
market for steel, unalloyed;GLO;kilogram;steel, unalloyed
hot water tank, carbon dioxide capture process;RER;unit;hot water tank, carbon dioxide capture process
Styrene;('air', 'low population density, long-term');kilogram
assembly operation, for lorry;RER;kilogram;assembly operation, for lorry
Selenium;('air', 'low population density, long-term');kilogram
Carbon monoxide, fossil;('air', 'non-urban air or from high stacks');kilogram
market for diesel;Europe without Switzerland;kilogram;diesel
Exhaust gas treatment 2;RER;kilogram;Exhaust gas treatment 2
Transformers;RER;unit;Transformers
market for sulfur hexafluoride, liquid;RER;kilogram;sulfur hexafluoride, liquid
market for kerosene;RoW;kilogram;kerosene
noise, octave 6, day time, rural;('octave 6', 'day time', 'rural');joule
Chromium VI;('air', 'non-urban air or from high stacks');kilogram
sheet rolling, chromium steel;RoW;kilogram;sheet rolling, chromium steel
Phosphate;('water',);kilogram
Battery cell, NCA;GLO;kilogram;Battery cell
Acetaldehyde;('air',);kilogram
noise, octave 6, day time, urban;('octave 6', 'day time', 'urban');joule
market for converter, for electric passenger car;GLO;kilogram;converter, for electric passenger car
market group for inorganic potassium fertiliser, as K2O;RER;kilogram;inorganic potassium fertiliser, as K2O
glass fibre reinforced plastic production, polyamide, injection moulded;RER;kilogram;glass fibre reinforced plastic, polyamide, injection moulded
sheet rolling, aluminium;RoW;kilogram;sheet rolling, aluminium
metal working, average for aluminium product manufacturing;RoW;kilogram;metal working, average for aluminium product manufacturing
Ethane;('air', 'non-urban air or from high stacks');kilogram
Methyl ethyl ketone;('air', 'urban air close to ground');kilogram
Chloride;('water', 'ground-');kilogram
diaphragms, for diaphragm compressor;GLO;unit;diaphragms, for diaphragm compressor
Acetone;('air', 'low population density, long-term');kilogram
market for aluminium casting facility;GLO;unit;aluminium casting facility
market for chemical, inorganic;GLO;kilogram;chemical, inorganic
electricity production, oil;DE;kilowatt hour;electricity, high voltage
barite production;RER;kilogram;barite
steel production, converter, low-alloyed;RER;kilogram;steel, low-alloyed
market for triethyl amine;GLO;kilogram;triethyl amine
Charging stand;RER;unit;Charging stand
Gangue, in ground;('natural resource', 'in ground');kilogram
market for municipal solid waste;CH;kilogram;municipal solid waste
management sytem production, for Li-ion battery;GLO;kilogram;management system, for Li-ion battery
market for potassium hydroxide;GLO;kilogram;potassium hydroxide
sulfuric acid production;RoW;kilogram;sulfuric acid
Propene;('air', 'non-urban air or from high stacks');kilogram
Pentane;('air', 'non-urban air or from high stacks');kilogram
electronics production, for control units;RoW;kilogram;electronics, for control units
Fiber sizing 2;RER;kilogram;Resized fiber
disodium disulphite;GLO;kilogram;disodium disulphite
gearbox, for lorry;RER;kilogram;gearbox, for lorry
treatment of wastewater, average, capacity 1E9l/year;CH;cubic meter;wastewater, average
Water;('air', 'non-urban air or from high stacks');cubic meter
market group for electricity, medium voltage;Europe without Switzerland;kilowatt hour;electricity, medium voltage
market for lithium hydroxide;GLO;kilogram;lithium hydroxide
transport, pipeline, supercritical CO2, 200km w/o recompression;RER;ton kilometer;transport, pipeline, supercritical CO2, 200km w/o recompression
market for phthalic anhydride;GLO;kilogram;phthalic anhydride
Refined Waste Cooking Oil {RER} | Refining of waste cooking oil Europe | Alloc Rec, U;RER;megajoule;Refined Waste Cooking Oil {RER} | Refining of waste cooking oil Europe | Alloc Rec, U
lignite mine operation;RER;kilogram;lignite
market for liquefied petroleum gas;Europe without Switzerland;kilogram;liquefied petroleum gas
fuel tank, for diesel vehicle;RER;kilogram;fuel tank
market for power distribution unit, for electric passenger car;GLO;kilogram;power distribution unit, for electric passenger car
Butane;('air', 'low population density, long-term');kilogram
Gas, mine, off-gas, process, coal mining;('natural resource', 'in ground');cubic meter
Cadmium;('air', 'low population density, long-term');kilogram
market for road maintenance;RER;meter-year;road maintenance
market for dolomite;RER;kilogram;dolomite
Toluene;('air', 'non-urban air or from high stacks');kilogram
Carbon dioxide, fossil;('air',);kilogram
metal working, average for aluminium product manufacturing;RER;kilogram;metal working, average for aluminium product manufacturing
Dinitrogen monoxide;('air', 'low population density, long-term');kilogram
treatment of tyre wear emissions, lorry;RER;kilogram;tyre wear emissions, lorry
Cyclohexane;('air', 'non-urban air or from high stacks');kilogram
NMVOC, non-methane volatile organic compounds, unspecified origin;('air', 'non-urban air or from high stacks');kilogram
Acetaldehyde;('air', 'non-urban air or from high stacks');kilogram
market for electric motor, electric passenger car;GLO;kilogram;electric motor, electric passenger car
Heat, waste;('water',);megajoule
noise, octave 2, day time, rural;('octave 2', 'day time', 'rural');joule
Clay, unspecified, in ground;('natural resource', 'in ground');kilogram
electricity production, natural gas, conventional power plant;DE;kilowatt hour;electricity, high voltage
polyvinylchloride production, bulk polymerisation;RER;kilogram;polyvinylchloride, bulk polymerised
NCA hydroxide;GLO;kilogram;NCA hydroxide
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant;RER;kilogram;Hydrogen, gaseous, 25 bar
market for waste concrete;RoW;kilogram;waste concrete
Biodiesel from rapeseed oil;RER;kilogram;Biodiesel from rapeseed oil
natural graphite spheronization;CN;kilogram;graphite, spherical
market for ethylene glycol;GLO;kilogram;ethylene glycol
Lead;('air', 'non-urban air or from high stacks');kilogram
market for flat glass, coated;RER;kilogram;flat glass, coated
market for cyclohexane;GLO;kilogram;cyclohexane
treatment of waste gypsum, inert material landfill;Europe without Switzerland;kilogram;waste gypsum
market for spent solvent mixture;CH;kilogram;spent solvent mixture
lubricating oil production;RoW;kilogram;lubricating oil
Potassium, ion;('water', 'ground-, long-term');kilogram
Benzaldehyde;('air', 'urban air close to ground');kilogram
treatment of brake wear emissions, lorry;RER;kilogram;brake wear emissions, lorry
heat production, natural gas, at industrial furnace low-NOx >100kW;RoW;megajoule;heat, district or industrial, natural gas
synthetic rubber production;RER;kilogram;synthetic rubber
market for water, decarbonised;RoW;kilogram;water, decarbonised
Tie-rods;GLO;kilogram;Tie-rods
Heat, waste;('water', 'surface water');megajoule
Water, river;('natural resource', 'in water');cubic meter
Ancillary BoP;GLO;kilogram;Ancillary BoP
Granite, in ground;('natural resource', 'in ground');kilogram
market for waste plastic, industrial electronics;RoW;kilogram;waste plastic, industrial electronics
Silicon;('water', 'ground-, long-term');kilogram
Occupation, traffic area, road network;('natural resource', 'land');square meter-year
market for manganese sulfate;GLO;kilogram;manganese sulfate
market for magnesium sulfate;GLO;kilogram;magnesium sulfate
market for metal working factory;GLO;unit;metal working factory
Radon-222;('air', 'non-urban air or from high stacks');kilo Becquerel
algae harvesting| dry algae production;RER;kilogram;algae harvesting| dry algae production
Fiber stabilization;RER;kilogram;Stabilized fiber
Transformation, to heterogeneous, agricultural;('natural resource', 'land');square meter
transformer and rectifier unit, for electrolyzer;GLO;unit;transformer and rectifier unit, for electrolyzer
Hydrogen sulfide;('air',);kilogram
Cathode paste, LFP;JP;kilogram;Cathode paste, LFP
market for lithium carbonate;GLO;kilogram;lithium carbonate
market for transport, freight, aircraft, unspecified;GLO;ton kilometer;transport, freight, aircraft, unspecified
market for nylon 6-6, glass-filled;RER;kilogram;nylon 6-6, glass-filled
market for nylon 6;RoW;kilogram;nylon 6
Methane, fossil;('air', 'non-urban air or from high stacks');kilogram
Selenium;('air', 'urban air close to ground');kilogram
o-Xylene;('air', 'low population density, long-term');kilogram
market for maize seed, for sowing;GLO;kilogram;maize seed, for sowing
market group for electricity, medium voltage;RER;kilowatt hour;electricity, medium voltage
market for electric connector, wire clamp;GLO;kilogram;electric connector, wire clamp
SMR NG + CCS (MDEA), 98 (average), 700 bar;CH;kilogram;SMR NG + CCS, 700 bar
SMR NG, 25 bar;CH;megajoule;SMR NG, 25 bar
control panel, carbon dioxide capture process;RER;unit;control panel, carbon dioxide capture process
other components, for electric lorry;RER;kilogram;other components, for electric lorry
market for polyvinylfluoride;GLO;kilogram;polyvinylfluoride
Fiber unwinding;RER;kilogram;Fiber unwinding
Heptane;('air', 'low population density, long-term');kilogram
noise, octave 1, day time, rural;('octave 1', 'day time', 'rural');joule
NMC-111 oxide;GLO;kilogram;NMC-111 oxide
